party,press_release,claim_number,claim_text,claim_desc,category,is_policy_like
Democratic,20230714-statement-bill-ensure-traffic-safety-and-protect-e-bike-riders.txt,4,The bill's objective is to prevent youth injuries while riding e-bikes.,,,
Democratic,20230714-statement-bill-ensure-traffic-safety-and-protect-e-bike-riders.txt,5,AB 530 represents a commitment from communities and the State to enhance e-bike safety.,,,
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,1,$3 billion in funding is allocated to provide resources toward housing and homelessness initiatives in California.,,,
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,2,"California's budget includes around $50 billion for climate, environmental, and resource programs over a multi-year period.",,,
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,3,The budget investment in climate change this year is lower than last year's record allocation.,,,
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,4,The proposed SB 867 is a $15.5 billion climate resiliency bond aimed at reducing reliance on fossil fuels.,,,
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,5,The California Film Tax Credit has been successfully extended for five years to support the entertainment industry.,,,
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,6,"California saw a 36 percent increase in antisemitic hate crimes, according to the Anti-Defamation League.",,,
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,7,The California State Nonprofit Security Grant Program is designed to improve the physical security of nonprofit organizations vulnerable to hate violence.,,,
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,8,California's budget protects record per-pupil funding levels for schools.,,,
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,9,$2.8 billion is allocated to increase childcare provider rates in California.,,,
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,10,Funding is provided to support more slots for Californians at the University of California and California State Universities.,,,
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,11,$5.1 billion is allocated to support statewide public transit systems over several years.,,,
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,12,$20 million is designated for the California State Nonprofit Security Grant Program.,,,
Democratic,20230825-ab-834-governors-desk-will-enhance-podiatric-patient-care.txt,1,Assembly Bill 834 aims to establish partnership parity between podiatrists and Medical Doctors or Doctors of Osteopathic Medicine.,,,
Democratic,20230825-ab-834-governors-desk-will-enhance-podiatric-patient-care.txt,2,The legislation is intended to foster optimal patient care.,,,
Democratic,20230825-ab-834-governors-desk-will-enhance-podiatric-patient-care.txt,3,Doctors of Podiatric Medicine are often prevented from partnering with physicians in practice.,,,
Democratic,20230825-ab-834-governors-desk-will-enhance-podiatric-patient-care.txt,4,"Podiatric training has evolved to include standardized, mandatory three-year residency programs.",,,
Democratic,20230825-ab-834-governors-desk-will-enhance-podiatric-patient-care.txt,5,"The educational path of podiatrists follows the 4-4-3 model, similar to medical doctors.",,,
Democratic,20230825-ab-834-governors-desk-will-enhance-podiatric-patient-care.txt,6,Managing a podiatric practice is comparable to managing any MD or DO surgical specialty practice.,,,
Democratic,20230825-ab-834-governors-desk-will-enhance-podiatric-patient-care.txt,7,Restricting ownership interest in a professional partnership between a physician and a podiatrist does not make logical sense.,,,
Democratic,20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt,1,Increasing gas storage at Aliso Canyon may compromise the safety of the community.,,,
Democratic,20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt,2,The Aliso Canyon facility has a history of incidents that have serious consequences for surrounding communities.,,,
Democratic,20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt,3,SoCal Gas purchased high-cost natural gas rather than using reserves stored at Aliso Canyon last winter.,,,
Democratic,20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt,4,There are ongoing investigations into last winter’s price spike by the CPUC and the Federal Energy Regulatory Commission.,,,
Democratic,20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt,5,The CPUC's decision to increase natural gas storage does not align with past actions of SoCal Gas regarding gas purchases.,,,
Democratic,20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt,6,Increasing natural gas storage may not decrease prices for residents.,,,
Democratic,20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt,7,The decision to expand Aliso Canyon should be based on a thorough assessment of potential risks.,,,
Democratic,20230906-6-bills-head-senate-floor.txt,1,Social housing developments in California will be spurred by AB 309.,,,
Democratic,20230906-6-bills-head-senate-floor.txt,2,"Social housing is publicly backed, self-sustaining housing that accommodates a mix of household income ranges.",,,
Democratic,20230906-6-bills-head-senate-floor.txt,3,Daylighting improves traffic safety by making it easier for everyone on the street to see oncoming traffic.,,,
Democratic,20230906-6-bills-head-senate-floor.txt,4,AB 413 aims to reduce traffic collisions by keeping 20 feet of an intersection or crosswalk’s approach side clear of stopped vehicles.,,,
Democratic,20230906-6-bills-head-senate-floor.txt,5,California’s pedestrian fatality rate is nearly 25% higher than the national average.,,,
Democratic,20230906-6-bills-head-senate-floor.txt,6,AB 652 will enable communities disproportionately impacted by pesticide exposure to participate in decision-making processes about pesticide use.,,,
Democratic,20230906-6-bills-head-senate-floor.txt,7,The Environmental Justice Advisory Committee in the Department of Pesticide Regulation will recommend ways to integrate environmental justice into policies and programs.,,,
Democratic,20230906-6-bills-head-senate-floor.txt,8,AB 664 will ensure that renters served solely by their wells have access to potable water in California.,,,
Democratic,20230906-6-bills-head-senate-floor.txt,9,"Every person in California has the legal right to clean, safe, and affordable water.",,,
Democratic,20230906-6-bills-head-senate-floor.txt,10,AB 1490 will provide incentives to qualified affordable housing developments that repurpose existing buildings for housing.,,,
Democratic,20230906-6-bills-head-senate-floor.txt,11,Adaptive reuse is a faster and less expensive method of creating housing units.,,,
Democratic,20230920-assemblymember-connolly-sends-robust-bill-package-governors-desk.txt,1,Assembly Bill 92 aims to limit body armor use in mass shootings.,,,
Democratic,20230920-assemblymember-connolly-sends-robust-bill-package-governors-desk.txt,2,Assembly Bill 404 seeks to evaluate the reporting requirements for organic farmers to limit redundancy.,,,
Democratic,20230920-assemblymember-connolly-sends-robust-bill-package-governors-desk.txt,3,Assembly Bill 620 mandates health plans to cover Inflammatory Bowel Disease testing and treatment.,,,
Democratic,20230920-assemblymember-connolly-sends-robust-bill-package-governors-desk.txt,4,Assembly Bill 935 explicitly authorizes the enforcement of the ban on flavored tobacco.,,,
Democratic,20230920-assemblymember-connolly-sends-robust-bill-package-governors-desk.txt,5,Assembly Bill 1109 restricts online sales of sodium nitrite to minors.,,,
Democratic,20230920-assemblymember-connolly-sends-robust-bill-package-governors-desk.txt,6,"Assembly Bill 1132 extends the limitation on permit fees for solar energy systems until January 1, 2034.",,,
Democratic,20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt,1,Abortion pill reversal is not supported by the American College of Obstetricians and Gynecologists because it is dangerous and not based on science.,,,
Democratic,20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt,2,A woman who underwent abortion pill reversal came to the ER bleeding out and needing urgent care.,,,
Democratic,20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt,3,Crisis Pregnancy Centers that offer or refer for abortion pill reversal are part of the new frontier of the anti-abortion movement.,,,
Democratic,20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt,4,Crisis pregnancy centers outnumber abortion clinics in California by 20%.,,,
Democratic,20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt,5,75% of crisis pregnancy centers in California do not have a licensed medical professional on site.,,,
Democratic,20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt,6,Deceptive practices employed by some crisis pregnancy centers pose a significant challenge to providing accurate reproductive health information.,,,
Democratic,20230926-governor-signs-berman-bills-strengthen-californias-gun-safety-laws.txt,1,California has some of the strongest gun safety laws in the nation.,,,
