party,press_release,claim_number,ref_uid,stance_claude_judge,stance_nli_deberta,stance_nli_bart,consensus,unanimous,claim_text,ref_title
dem,mobile-home-park-protections-clear-senate-housing-committee.txt,1,turn0search13,support,silent,silent,silent,0,Mobile homes are the largest source of unsubsidized affordable housing in the nation.,Introduction
dem,mobile-home-park-protections-clear-senate-housing-committee.txt,1,turn0search2,support,refute,silent,support,0,Mobile homes are the largest source of unsubsidized affordable housing in the nation.,Manufactured Crisis: Losing the Nation’s Largest Source of Unsubsidized Affordable Housing
dem,senate-passes-more-dozen-climate-equity-justice-bills-senator-josh-becker.txt,2,CA/2021/SB/68,abstain,silent,silent,silent,1,"SB 68 aims to lower costs and reduce delays for property owners seeking to upgrade their electric panels to accommodate electric heating, car charging, solar, and energy storage.",Governor Newsom Signs Climate Bill by Senator Becker to Ease Barriers for Building Electrification
dem,senate-passes-more-dozen-climate-equity-justice-bills-senator-josh-becker.txt,2,CA/2021/SB/68/analysis,abstain,support,silent,support,0,"SB 68 aims to lower costs and reduce delays for property owners seeking to upgrade their electric panels to accommodate electric heating, car charging, solar, and energy storage.","SB 68 Analysis by Senate Committee on Energy, Utilities and Communications"
dem,senate-passes-more-dozen-climate-equity-justice-bills-senator-josh-becker.txt,2,CA/2021/SB/68/fact-sheet,abstain,support,silent,support,0,"SB 68 aims to lower costs and reduce delays for property owners seeking to upgrade their electric panels to accommodate electric heating, car charging, solar, and energy storage.",SB 68 Fact Sheet by Senator Josh Becker
dem,senator-anna-m-caballeros-2024-legislative-package.txt,6,10.2172/1235420,abstain,silent,silent,silent,1,Renewable hydrogen will be added to the types of renewable energy for the Renewable Portfolio Standards (RPS) program.,Retrospective Analysis of the Benefits and Impacts of U.S. Renewable Portfolio Standards
dem,senator-anna-m-caballeros-2024-legislative-package.txt,6,10.2172/1364225,abstain,silent,silent,silent,1,Renewable hydrogen will be added to the types of renewable energy for the Renewable Portfolio Standards (RPS) program.,"A Prospective Analysis of the Costs, Benefits, and Impacts of U.S. Renewable Portfolio Standards"
dem,senator-anna-m-caballeros-2024-legislative-package.txt,6,10.3386/w31568,abstain,silent,silent,silent,1,Renewable hydrogen will be added to the types of renewable energy for the Renewable Portfolio Standards (RPS) program.,Causal Effects of Renewable Portfolio Standards on Renewable Investments and Generation: The Role of Heterogeneity and Dynamics
dem,senator-anna-m-caballeros-2024-legislative-package.txt,6,10.2172/1344104,abstain,silent,silent,silent,1,Renewable hydrogen will be added to the types of renewable energy for the Renewable Portfolio Standards (RPS) program.,"A Prospective Analysis of the Costs, Benefits, and Impacts of U.S. Renewable Portfolio Standards"
dem,senator-becker-announces-support-the-delete-act-the-california.txt,1,turn0search0,abstain,support,support,support,1,"The California Privacy Protection Agency supports SB 362, The Delete Act.",CPPA Applauds Governor Newsom for Approving the California Delete Act (SB 362)
dem,senator-becker-announces-support-the-delete-act-the-california.txt,1,turn0search1,abstain,support,support,support,1,"The California Privacy Protection Agency supports SB 362, The Delete Act.",Senator Becker Announces Support of The Delete Act by the California Privacy Protection Agency
dem,senator-becker-announces-support-the-delete-act-the-california.txt,1,turn0search3,abstain,silent,silent,silent,1,"The California Privacy Protection Agency supports SB 362, The Delete Act.",Survey of Californians Shows Overwhelming Support for Stronger Data Broker Regulations and the CA Delete Act
dem,senator-becker-announces-support-the-delete-act-the-california.txt,1,turn0search11,abstain,silent,silent,silent,1,"The California Privacy Protection Agency supports SB 362, The Delete Act.",California's DELETE Act Protects Us From Data Brokers
dem,senator-becker-announces-support-the-delete-act-the-california.txt,4,10.1145/3358560.3358576,abstain,silent,silent,silent,1,"Data brokers aggregate data from public records, social media platforms, and online transactions.","The Data Broker Ecosystem: Understanding Privacy, Regulation, and the Future of Data Protection"
dem,senator-becker-announces-support-the-delete-act-the-california.txt,4,10.1007/s11628-020-00260-8,abstain,silent,silent,silent,1,"Data brokers aggregate data from public records, social media platforms, and online transactions.",Understanding Data Brokers: The Role of Public and Private Data in Consumer Privacy Frameworks
dem,senator-becker-announces-support-the-delete-act-the-california.txt,4,10.1109/CYBER.2018.00061,abstain,silent,silent,silent,1,"Data brokers aggregate data from public records, social media platforms, and online transactions.",Data Brokers and Their Impact on Privacy and Security: An Analysis of Data Aggregation Practices
dem,senator-becker-announces-support-the-delete-act-the-california.txt,4,2005.01053,abstain,silent,silent,silent,1,"Data brokers aggregate data from public records, social media platforms, and online transactions.",The Role of Data Brokers in AI and ML Training: An Empirical Investigation
dem,senator-becker-announces-support-the-delete-act-the-california.txt,4,10.1177/1461444811407104,abstain,silent,support,silent,0,"Data brokers aggregate data from public records, social media platforms, and online transactions.",Social Media and Data Brokers: A Complex Relationship
dem,senator-cortese-announces-update-sb-553-workplace-violence-prevention.txt,4,10.1016/j.amepre.2018.06.014,abstain,silent,silent,silent,1,Employers must maintain a Violent Incident Log of all violent incidents against employees.,Violence Against Workers: A Review of the Literature
dem,senator-cortese-announces-update-sb-553-workplace-violence-prevention.txt,4,10.1007/s10608-016-9772-5,abstain,silent,silent,silent,1,Employers must maintain a Violent Incident Log of all violent incidents against employees.,Workplace Violence: Risk Factors and Prevention Strategies
dem,silicon-valley-fresno-leaders-unite-supporting-senator-corteses-high-speed-rail-bill-advance.txt,5,turn0search1,abstain,silent,support,silent,0,"High-speed rail has employed more than 860 small, disadvantaged, and disabled veteran businesses.",PHOTO RELEASE: California High-Speed Rail Engages Small Business at Merced Diversity & Resources Fair
dem,silicon-valley-fresno-leaders-unite-supporting-senator-corteses-high-speed-rail-bill-advance.txt,5,turn0search0,abstain,silent,silent,silent,1,"High-speed rail has employed more than 860 small, disadvantaged, and disabled veteran businesses.","California HSR Sparks Major Economic Benefit, New Data Shows"
dem,silicon-valley-fresno-leaders-unite-supporting-senator-corteses-high-speed-rail-bill-advance.txt,5,turn0search2,abstain,silent,silent,silent,1,"High-speed rail has employed more than 860 small, disadvantaged, and disabled veteran businesses.",NEWS RELEASE: Veteran-Owned Small Business Flying High with High-Speed Rail
dem,state-legislators-discuss-groundbreaking-plan-provide-universal-basic-income-foster-youth.txt,4,10.1007/s12114-020-09296-9,abstain,silent,silent,silent,1,The Stockton Economic Empowerment Demonstration (SEED) program supported 125 residents in obtaining stable employment and improving their physical and mental health.,Effects of the Stockton Economic Empowerment Demonstration (SEED) on Employment and Health Outcomes
dem,state-legislators-discuss-groundbreaking-plan-provide-universal-basic-income-foster-youth.txt,4,10.1093/jpubeco/ptaa042,abstain,silent,silent,silent,1,The Stockton Economic Empowerment Demonstration (SEED) program supported 125 residents in obtaining stable employment and improving their physical and mental health.,Analyzing the Impact of Cash Transfers on Mental and Physical Health in the SEED Program
dem,state-legislators-discuss-groundbreaking-plan-provide-universal-basic-income-foster-youth.txt,6,turn0search1,abstain,silent,silent,silent,1,"Nearly 65% of transition-age youth in foster care reported having lost their jobs, with almost a quarter (23%) at risk of losing their housing.",Transition from care: status and outcomes of youth who age out of foster care
dem,state-legislators-discuss-groundbreaking-plan-provide-universal-basic-income-foster-youth.txt,6,turn0search4,abstain,silent,silent,silent,1,"Nearly 65% of transition-age youth in foster care reported having lost their jobs, with almost a quarter (23%) at risk of losing their housing.",Homelessness during the transition from foster care to adulthood
dem,state-legislators-discuss-groundbreaking-plan-provide-universal-basic-income-foster-youth.txt,6,turn0search5,abstain,silent,refute,silent,0,"Nearly 65% of transition-age youth in foster care reported having lost their jobs, with almost a quarter (23%) at risk of losing their housing.",Effects of individual risk and state housing factors on adverse outcomes in a national sample of youth transitioning out of foster care
dem,state-legislators-discuss-groundbreaking-plan-provide-universal-basic-income-foster-youth.txt,6,turn0search9,abstain,silent,silent,silent,1,"Nearly 65% of transition-age youth in foster care reported having lost their jobs, with almost a quarter (23%) at risk of losing their housing.",Homelessness and Aging Out of Foster Care: A National Comparison of Child Welfare-Involved Adolescents
dem,state-legislators-discuss-groundbreaking-plan-provide-universal-basic-income-foster-youth.txt,6,turn0search11,abstain,silent,silent,silent,1,"Nearly 65% of transition-age youth in foster care reported having lost their jobs, with almost a quarter (23%) at risk of losing their housing.",Foster care policy and homelessness among youth transitioning to adulthood from foster care
rep,alanis-k-12-education-bills-pass-education-committee.txt,1,California Education Code § 48980.6 (2024),support,refute,refute,refute,0,AB 1796 requires local educational agencies to notify parents and/or guardians of specific dual enrollment and International Baccalaureate courses available at their student’s campus.,California Education Code § 48980.6 (2024)
