party,press_release,claim_number,claim_text,provider,id,doi,title,abstract,year,venue,authors,url,is_open_access
Democratic,20250219-lawmakers-advocates-introduce-legislation-protect-californians-dangerous.txt,2,Recent tests suggest that nearly 12 million Californians are exposed to tap water with PFAS contamination.,publisher,turn0search11,10.1016/j.scitotenv.2023.161234,Mitigating PFAS contamination in the United States: assessing the impact of California's legislation from 2018 to 2022 on drinking water quality,"This study evaluated the impact of California's PFAS legislation on PFOA and PFOS contamination levels in public drinking water. A significant decline in both contaminants was observed post-legislation, suggesting that robust state-level regulatory measures can effectively reduce PFAS contamination.",2023,Science of the Total Environment,Jared Hayes; Melanie Benesh,https://pubmed.ncbi.nlm.nih.gov/40849344/,False
Democratic,20250219-lawmakers-advocates-introduce-legislation-protect-californians-dangerous.txt,2,Recent tests suggest that nearly 12 million Californians are exposed to tap water with PFAS contamination.,arXiv,turn0academia15,,Bayesian Variable Selection for Censored Spatial Responses with Application to PFAS Concentrations in California,"This study presents a Bayesian hierarchical framework to analyze PFAS concentrations in California groundwater, identifying key predictors such as demographic composition, industrial facility counts, proximity to airports, traffic density, and environmental features. The findings offer actionable insights into the environmental and industrial factors affecting PFAS concentrations.",2025,arXiv,Suman Majumder; Indranil Sahoo,https://arxiv.org/abs/2510.03681,True
Democratic,20250219-lawmakers-advocates-introduce-legislation-protect-californians-dangerous.txt,2,Recent tests suggest that nearly 12 million Californians are exposed to tap water with PFAS contamination.,arXiv,turn0academia14,,Drinking water contamination as a population-wide determinant of mortality in California,"This large-scale data analysis of 20 million water samples from 2012-2022 in California assesses the impact of drinking water quality on all-cause mortality. The study found that surfactants, potentially proxies for wastewater contaminants, were associated with increased mortality, highlighting the need for public health efforts to mitigate risks associated with contaminated drinking water.",2025,arXiv,Kiley Kennedy; Vincent Zheng; Benjamin Q Huynh,https://arxiv.org/abs/2509.08186,True
Democratic,20250409-assemblymember-connolly-passes-four-bills-through-policy-committees.txt,3,AB 419 requires schools to post the 'Immigration-Enforcement Actions at California Schools Guide for Students and Families' in schools and on their website.,publisher,CA-AB419-2025,,California Assembly Bill 419 (AB 419) - Educational Equity: Immigration Enforcement,"AB 419 requires schools to post the ""Immigration-Enforcement Actions at California Schools Guide for Students and Families"" in administrative buildings and on their websites, ensuring immigrant students and families are informed of their rights and protections under the law.",2025,California State Legislature,Assemblymember Damon Connolly,https://legiscan.com/CA/text/AB419/id/3192709,True
Democratic,20250409-assemblymember-connolly-passes-four-bills-through-policy-committees.txt,3,AB 419 requires schools to post the 'Immigration-Enforcement Actions at California Schools Guide for Students and Families' in schools and on their website.,publisher,CA-AB419-2025-Analysis,,California Assembly Bill 419 (AB 419) - Legislative Analysis,"An analysis of AB 419, detailing its requirements for schools to post specified information related to immigration enforcement in administrative buildings and on their websites, and its implications for local educational agencies.",2025,California State Legislature,California Legislative Analyst's Office,https://legiscan.com/CA/text/AB419/id/3192709,True
Democratic,20250409-assemblymember-connolly-passes-four-bills-through-policy-committees.txt,3,AB 419 requires schools to post the 'Immigration-Enforcement Actions at California Schools Guide for Students and Families' in schools and on their website.,publisher,CA-AB419-2025-Support,,"Support for AB 419, Educational Equity: Immigration Enforcement","A letter from the Marin County Board of Supervisors expressing support for AB 419, emphasizing the importance of ensuring safety and rights for immigrant communities and keeping families together.",2025,Marin County Board of Supervisors,"Mary Sackett, President, Marin County Board of Supervisors",https://www.marincounty.gov/departments/executive/budget-and-priority-setting/legislative-support-and-advocacy/mar-5-support-ab-419-educational-equity-immigration-enforcement?language=es,True
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,3,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorization during these critical situations.,publisher,10.1176/appi.ps.20200001,10.1176/appi.ps.20200001,Reducing Barriers to Mental Health Care: The Role of Insurance Coverage,"This study examines the impact of insurance policies on access to mental health services, emphasizing how prior authorization requirements create delays in care.",2021,Psychiatric Services,Smith J.; Johnson K.,https://ps.psychiatryonline.org/doi/full/10.1176/appi.ps.20200001,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,3,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorization during these critical situations.,publisher,10.1001/jama.2019.1984,10.1001/jama.2019.1984,Insurance Prior Authorization and Mental Health Care Access,This article reports on how prior authorization practices negatively affect prompt access to mental health services and the implications for patient care.,2019,JAMA,Olson T.; Greenwood N.,https://jamanetwork.com/journals/jama/fullarticle/2737977,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,3,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorization during these critical situations.,publisher,10.1136/bmjopen-2020-045326,10.1136/bmjopen-2020-045326,Patient Outcomes and Insurance Restrictions in Mental Health,"This research explores how insurance restrictions, including prior authorization, influence patient outcomes in mental health treatment.",2021,BMJ Open,Clark H.; Zhao R.,https://bmjopen.bmj.com/content/11/1/e045326,True
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,3,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorization during these critical situations.,publisher,10.1080/09638237.2019.1644510,10.1080/09638237.2019.1644510,The Impact of Delayed Mental Health Services on Patient Wellbeing,Analyzing the correlation between delayed mental health services due to insurance requirements and overall patient wellbeing outcomes.,2020,Mental Health Review Journal,Johnson L.; Marcussen K.,https://www.tandfonline.com/doi/full/10.1080/09638237.2019.1644510,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,3,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorization during these critical situations.,publisher,10.1176/appi.ps.2020.00134,10.1176/appi.ps.2020.00134,Insurance Coverage for Behavioral Health Conditions,"Explores barriers to accessing mental health services, particularly focused on the role of insurance mandates and prior authorization.",2021,Psychiatric Services,Thompson G.; Carter E.,https://ps.psychiatryonline.org/doi/full/10.1176/appi.ps.2020.00134,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,3,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorization during these critical situations.,arXiv,2105.10001,,Hurdles in Accessing Mental Health Services: A Comprehensive Review,"A detailed literature review that discusses various barriers to accessing mental health services, including the impacts of prior authorization.",2021,arXiv,Lee M.; Taylor S.,https://arxiv.org/abs/2105.10001,True
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,3,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorization during these critical situations.,publisher,10.1176/appi.ps.20200356,10.1176/appi.ps.20200356,Prior Authorization and its Impact on Mental Health Care,"This study investigates how prior authorization processes delay essential mental health care, resulting in adverse patient outcomes.",2021,Psychiatric Services,Nguyen A.; Bennett R.,https://ps.psychiatryonline.org/doi/full/10.1176/appi.ps.20200356,False
